INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
EC20as v5,20,160,2.7715,1.5277,2.466,1.2222,2.1604,0.9166,1.94,1.0694,2.5316,1.2879,2.2525,1.0087,AMD,20,true
EC32as v5,32,192,4.4344,2.4443,3.9455,1.9554,3.4567,1.4666,3.1041,1.711,4.0506,2.0606,3.6041,1.614,AMD,32,true
EC48as v5,48,384,6.6516,3.6665,5.9183,2.9332,5.185,2.1999,4.6561,2.5665,6.076,3.0909,5.4061,2.421,AMD,48,true
EC64as v5,64,512,8.8688,4.8887,7.8911,3.9109,6.9133,2.9332,6.2082,3.4221,8.1013,4.1211,7.2081,3.228,AMD,64,true
EC96as v5,96,672,13.3032,7.333,11.8365,5.8663,10.37,4.3998,9.3122,5.1331,12.1519,6.1817,10.8122,4.842,AMD,96,true
EC96ias v5,96,672,14.0359,8.0657,12.4233,6.4531,10.81,4.8398,9.8252,5.646,12.7696,6.7994,11.296,5.3258,AMD,96,true
E2 v4,2,16,0.2947,0.1703,0.2245,0.1002,0.1884,0.064,0.0295,0.017,0.2396,0.1152,0.205,0.0806,Intel,2,false
E4 v4,4,32,0.5895,0.3407,0.4491,0.2003,0.3769,0.1281,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,Intel,4,false
E8 v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,8,false
E16 v4,16,128,2.3578,1.3628,1.7963,0.8013,1.5074,0.5124,0.2358,0.1363,1.9165,0.9215,1.64,0.645,Intel,16,false
E32 v4,32,256,4.7156,2.7255,3.5927,1.6026,3.0149,1.0248,0.4716,0.2726,3.8331,1.843,3.2801,1.29,Intel,32,false
E48 v4,48,384,7.0734,4.0883,5.389,2.4039,4.5223,1.5372,0.7073,0.4088,5.7496,2.7645,4.9201,1.935,Intel,48,false
E64 v4,64,504,9.4312,5.4511,7.1853,3.2052,6.0297,2.0496,0.9431,0.5451,7.6662,3.686,6.5601,2.58,Intel,64,false
E2s v4,2,16,0.2947,0.1703,0.2245,0.1002,0.1884,0.064,0.0295,0.017,0.2396,0.1152,0.205,0.0806,Intel,2,true
E4s v4,4,32,0.5895,0.3407,0.4491,0.2003,0.3769,0.1281,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,Intel,4,true
E8s v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,8,true
E16s v4,16,128,2.3578,1.3628,1.7963,0.8013,1.5074,0.5124,0.2358,0.1363,1.9165,0.9215,1.64,0.645,Intel,16,true
E20s v4,20,160,2.9473,1.7035,2.2454,1.0016,1.8843,0.6405,0.2947,0.1703,2.3957,1.1519,2.05,0.8062,Intel,20,true
E32s v4,32,256,4.7156,2.7255,3.5927,1.6026,3.0149,1.0248,0.4716,0.2726,3.8331,1.843,3.2801,1.29,Intel,32,true
E48s v4,48,384,7.0734,4.0883,5.389,2.4039,4.5223,1.5372,0.7073,0.4088,5.7496,2.7645,4.9201,1.935,Intel,48,true
E64s v4,64,504,9.4312,5.4511,7.1853,3.2052,6.0297,2.0496,0.9431,0.5451,7.6662,3.686,6.5601,2.58,Intel,64,true
E80is v4,80,504,11.789,6.8138,8.9816,4.0065,7.5371,2.5619,1.1789,0.6814,9.5827,4.6075,8.2002,3.225,Intel,80,true
E2 v3,2,16,0.2947,0.1703,0.2301,0.1057,0.192,0.0676,0.0295,0.017,0.2719,0.1475,0.2408,0.1164,Intel,2,false
E4 v3,4,32,0.5895,0.3407,0.4602,0.2114,0.384,0.1352,0.0589,0.0341,0.5438,0.2951,0.4816,0.2329,Intel,4,false
E8 v3,8,64,1.1789,0.6814,0.9204,0.4229,0.768,0.2704,0.1179,0.0681,1.0877,0.5901,0.9632,0.4657,Intel,8,false
E16 v3,16,128,2.3578,1.3628,1.8409,0.8459,1.5359,0.5409,0.2358,0.1363,2.1753,1.1803,1.9265,0.9315,Intel,16,false
E20 v3,20,160,2.9473,1.7035,2.2454,1.0016,1.9163,0.6725,0.2947,0.1703,2.7192,1.4754,2.4081,1.1643,Intel,20,false
E32 v3,32,256,4.7156,2.7255,3.6817,1.6916,3.0718,1.0817,0.4716,0.2726,4.3507,2.3606,3.853,1.8629,Intel,32,false
E48 v3,48,384,7.0734,4.0883,5.389,2.4039,4.5992,1.6141,0.7073,0.4088,6.526,3.5409,5.7795,2.7943,Intel,48,false
E64i v3,64,432,8.8864,4.9062,7.4576,3.4774,5.917,1.9369,0.8886,0.4906,8.2294,4.2493,7.3335,3.3534,Intel,64,false
E64 v3,64,432,8.8864,4.9062,7.1688,3.1887,6.0192,2.039,0.8886,0.4906,8.2294,4.2493,7.3335,3.3534,Intel,64,false
E2s v3,2,16,0.2947,0.1703,0.2301,0.1057,0.192,0.0676,0.0295,0.017,0.2719,0.1475,0.2408,0.1164,Intel,2,true
E4s v3,4,32,0.5895,0.3407,0.4602,0.2114,0.384,0.1352,0.0589,0.0341,0.5438,0.2951,0.4816,0.2329,Intel,4,true
E8s v3,8,64,1.1789,0.6814,0.9204,0.4229,0.768,0.2704,0.1179,0.0681,1.0877,0.5901,0.9632,0.4657,Intel,8,true
E16s v3,16,128,2.3578,1.3628,1.8409,0.8459,1.5359,0.5409,0.2358,0.1363,2.1753,1.1803,1.9265,0.9315,Intel,16,true
E20s v3,20,160,2.9473,1.7035,2.2454,1.0016,1.9163,0.6725,0.2947,0.1703,2.7192,1.4754,2.4081,1.1643,Intel,20,true
E32s v3,32,256,4.7156,2.7255,3.6817,1.6916,3.0718,1.0817,0.4716,0.2726,4.3507,2.3606,3.853,1.8629,Intel,32,true
E48s v3,48,384,7.0734,4.0883,5.389,2.4039,4.5992,1.6141,0.7073,0.4088,6.526,3.5409,5.7795,2.7943,Intel,48,true
E64is v3,64,432,8.8864,4.9062,7.4576,3.4774,5.917,1.9369,0.8886,0.4906,8.2294,4.2493,7.3335,3.3534,Intel,64,true
E64s v3,64,432,8.8864,4.9062,7.1688,3.1887,6.0192,2.039,0.8886,0.4906,8.2294,4.2493,7.3335,3.3534,Intel,64,true
D11 v2,2,14,0.3569,0.2501,0.2435,0.1191,0.2032,0.0788,0.0372,0.025,0.341,0.2166,0.2953,0.171,Intel,2,false
D12 v2,4,28,0.7138,0.5016,0.4872,0.2384,0.4064,0.1577,0.0744,0.0502,0.6832,0.4344,0.5916,0.3428,Intel,4,false
D13 v2,8,56,1.4277,1.0018,0.9744,0.4769,0.8129,0.3154,0.1488,0.1002,1.3652,0.8677,1.1822,0.6847,Intel,8,false
D14 v2,16,112,2.854,2.0036,1.9491,0.9541,1.6258,0.6308,0.2974,0.2004,2.7303,1.7353,2.3645,1.3695,Intel,16,false
D15i v2,20,140,3.5678,2.5052,N/A,N/A,N/A,N/A,0.3718,0.2505,3.4135,2.1697,2.9561,1.7123,Intel,20,false
D15 v2,20,140,3.5678,2.5052,2.4363,1.1925,2.0322,0.7884,0.3718,0.2505,3.4135,2.1697,2.9561,1.7123,Intel,20,false
DS11 v2,2,14,0.3569,0.2501,0.2435,0.1191,0.2032,0.0788,0.0372,0.025,0.341,0.2166,0.2953,0.171,Intel,2,false
DS12 v2,4,28,0.7138,0.5016,0.4872,0.2384,0.4064,0.1577,0.0744,0.0502,0.6832,0.4344,0.5916,0.3428,Intel,4,false
DS13 v2,8,56,1.4277,1.0018,0.9744,0.4769,0.8129,0.3154,0.1488,0.1002,1.3652,0.8677,1.1822,0.6847,Intel,8,false
DS14 v2,16,112,2.854,2.0036,1.9491,0.9541,1.6258,0.6308,0.2974,0.2004,2.7303,1.7353,2.3645,1.3695,Intel,16,false
DS15i v2,20,140,3.5678,2.5052,N/A,N/A,N/A,N/A,0.3718,0.2505,3.4135,2.1697,2.9561,1.7123,Intel,20,false
DS15 v2,20,140,3.5678,2.5052,2.4363,1.1925,2.0322,0.7884,0.3718,0.2505,3.4135,2.1697,2.9561,1.7123,Intel,20,false
M8ms,8,218.8,2.8484,2.0773,1.692,1.1945,1.0787,0.5812,0.2848,0.2077,1.9306,1.4331,1.2244,0.7268,Intel,8,true
M16ms,16,437.5,5.6968,4.1545,3.3843,2.3892,2.1573,1.1623,0.5697,0.4155,3.8613,2.8662,2.4487,1.4537,Intel,16,true
M32ts,32,192,5.6498,3.6597,4.0947,2.1046,3.014,1.0239,0.565,0.366,4.5149,2.5248,3.2706,1.2805,Intel,32,true
M32ls,32,256,5.8742,3.8842,4.2239,2.2338,3.0767,1.0867,0.5874,0.3884,4.6697,2.6797,3.3491,1.3591,Intel,32,true
M32ms,32,875,11.3937,8.3091,6.7683,4.7783,4.3147,2.3246,1.1394,0.8309,7.7225,5.7324,4.8974,2.9074,Intel,32,true
M64ls,64,512,11.301,7.3208,8.1902,4.21,6.0283,2.0481,1.1301,0.7321,9.0308,5.0506,6.5417,2.5616,Intel,64,true
M64,64,1000,12.9963,9.0162,9.1651,5.1849,6.5025,2.5224,1.2996,0.9016,10.2004,6.2202,7.1349,3.1547,Intel,64,false
M64s,64,1024,12.9963,9.0162,9.1651,5.1849,6.5025,2.5224,1.2996,0.9016,10.2004,6.2202,7.1349,3.1547,Intel,64,true
M64ms,64,1750,19.7939,13.9751,12.0164,8.0362,7.8897,3.9095,1.9794,1.3975,13.6216,9.6414,8.87,4.8899,Intel,64,true
M64m,64,1750,19.7939,13.9751,12.0164,8.0362,7.8897,3.9095,1.9794,1.3975,13.6216,9.6414,8.87,4.8899,Intel,64,false
M128s,128,2000,25.9926,18.0323,18.3302,10.3699,13.0051,5.0448,2.5993,1.8032,20.4008,12.4405,14.2698,6.3095,Intel,128,true
M128,128,2000,25.9926,18.0323,18.3302,10.3699,13.0051,5.0448,2.5993,1.8032,20.4008,12.4405,14.2698,6.3095,Intel,128,false
M128ms,128,3800,48.4187,36.0808,28.6533,20.693,18.027,10.0667,4.8419,3.6081,32.8525,24.8922,20.585,12.6247,Intel,128,true
M128m,128,3800,48.4187,36.0808,28.6533,20.693,18.027,10.0667,4.8419,3.6081,32.8525,24.8922,20.585,12.6247,Intel,128,false
M32dms v2,32,875,10.2992,8.3091,6.8227,4.8326,4.3233,2.3332,1.0299,0.8309,7.7225,5.7324,4.8974,2.9074,Intel,32,true
M64ds v2,64,1024,12.9963,9.0162,9.2239,5.2437,6.5119,2.5317,1.2996,0.9016,10.2004,6.2202,7.1349,3.1547,Intel,64,true
M64dms v2,64,1792,17.9593,13.9792,12.1105,8.1304,7.9055,3.9253,1.7959,1.3979,13.6244,9.6442,8.8715,4.8913,Intel,64,true
M128ds v2,128,2048,25.9953,18.035,18.4495,10.4892,13.0245,5.0643,2.5995,1.8035,20.4026,12.4424,14.2707,6.3105,Intel,128,true
M128dms v2,128,3892,44.0438,36.0835,28.9465,20.9863,18.0926,10.1323,4.4044,3.6084,32.8543,24.894,20.5859,12.6256,Intel,128,true
M192ids v2,192,2048,33.6149,21.6745,24.5461,12.6057,18.0266,6.0861,3.3615,2.1674,26.8936,14.9532,19.5243,7.5839,Intel,192,true
M192idms v2,192,4096,55.2893,43.3489,37.152,25.2116,24.1127,12.1723,5.5289,4.3349,41.8468,29.9064,27.1082,15.1678,Intel,192,true
M32ms v2,32,875,10.1572,8.1671,6.74,4.7499,4.2833,2.2933,1.0157,0.8167,7.6246,5.6345,4.8478,2.8577,Intel,32,true
M64s v2,64,1024,12.7124,8.7322,9.0584,5.0783,6.432,2.4518,1.2712,0.8732,10.0045,6.0244,7.0355,3.0554,Intel,64,true
M64ms v2,64,1792,17.674,13.6953,11.9449,7.9648,7.8256,3.8455,1.7674,1.3695,13.4285,9.4484,8.7721,4.792,Intel,64,true
M128s v2,128,2048,25.4261,17.4658,18.1186,10.1583,12.8648,4.9045,2.5426,1.7466,20.01,12.0497,14.0716,6.1113,Intel,128,true
M128ms v2,128,3892,43.4747,35.5144,28.6156,20.6554,17.9328,9.9725,4.3475,3.5514,32.4616,24.5014,20.3868,12.4265,Intel,128,true
M192is v2,192,2048,33.0471,21.1053,24.2154,12.275,17.8668,5.9264,3.3047,2.1105,26.501,14.5605,19.3252,7.3847,Intel,192,true
M192ims v2,192,4096,54.7215,42.7798,36.8211,24.8807,23.953,12.0125,5.4722,4.278,41.4542,29.5138,26.9091,14.9686,Intel,192,true
M208s v2,208,2850,43.0975,30.162,30.4773,17.5419,21.404,8.4685,4.3097,3.0162,33.7442,20.8088,23.4891,10.5537,Intel,208,true
M208ms v2,208,5700,73.2595,60.324,48.0192,35.0837,29.8724,16.937,7.3259,6.0324,54.553,41.6175,34.0428,21.1074,Intel,208,true
M416s v2,416,5700,92.9006,67.0297,64.8546,38.9837,44.6906,18.8197,9.2901,6.703,72.1147,46.2438,49.3246,23.4537,Intel,416,true
M416s_8_v2,416,7600,115.2537,89.3774,77.8534,51.9825,50.9631,25.0922,11.5254,8.9377,87.5324,61.6615,57.1441,31.2732,Intel,416,true
M416ms v2,416,11400,159.9222,134.0458,103.8304,77.9595,63.5066,37.6357,15.9922,13.4046,118.3491,92.4782,72.7735,46.9026,Intel,416,true
M12s v3,12,240,2.8256,2.082,1.9572,1.2109,1.3309,0.5846,0.7064,0.5205,2.1827,1.4364,1.4748,0.7285,Intel,12,true
M24s v3,24,480,5.6512,4.1505,3.9065,2.4139,2.658,1.1655,1.4128,1.0376,4.356,2.8634,2.9448,1.4523,Intel,24,true
M48s1 v3,48,974,11.4105,8.4226,7.8838,4.8987,5.3502,2.3651,2.8526,2.1057,8.7959,5.8108,5.9322,2.9471,Intel,48,true
M96s1 v3,96,974,18.6028,12.6272,13.3143,7.344,9.5159,3.5457,4.6507,3.1568,14.6817,8.7115,10.3885,4.4183,Intel,96,true
M96s2 v3,96,1946,22.8074,16.8318,15.7595,9.7893,10.6966,4.7264,5.7018,4.2079,17.5825,11.6123,11.8597,5.8894,Intel,96,true
M176s3 v3,176,2794,35.1237,24.1729,25.0043,14.0589,17.7331,6.7877,8.7809,6.0432,27.6222,16.6769,19.4035,8.4581,Intel,176,true
M176s4 v3,176,3892,44.6143,33.6771,30.532,19.5866,20.4019,9.4565,11.1536,8.4193,34.1792,23.2338,22.729,11.7836,Intel,176,true
M12ds v3,12,240,2.9473,2.2037,2.028,1.2817,1.3651,0.6188,0.7368,0.5509,2.2666,1.5203,1.5173,0.7711,Intel,12,true
M24ds v3,24,480,5.908,4.4074,4.0558,2.5633,2.7301,1.2376,1.477,1.1018,4.5332,3.0406,3.0347,1.5421,Intel,24,true
M48ds1 v3,48,974,11.9377,8.9499,8.1904,5.2053,5.4982,2.5131,2.9844,2.2375,9.1597,6.1745,6.1167,3.1316,Intel,48,true
M96ds1 v3,96,974,19.387,13.4249,13.7782,7.808,9.7399,3.7697,4.8467,3.3562,15.232,9.2618,10.6676,4.6974,Intel,96,true
M96ds2 v3,96,1946,17.8863,17.8863,16.3728,10.4026,10.9927,5.0225,4.4716,4.4716,18.31,12.3398,12.2286,6.2584,Intel,96,true
M176ds3 v3,176,2794,36.6378,25.687,25.8851,14.9397,18.1583,7.2129,9.1595,6.4218,28.6669,17.7215,19.9333,8.9879,Intel,176,true
M176ds4 v3,176,3892,46.7234,35.7861,31.7586,20.8132,20.9941,10.0487,11.6808,8.9465,35.6342,24.6888,23.4669,12.5216,Intel,176,true
DS11-1 v2,2,14,0.3569,0.2501,0.2435,0.1191,0.2032,0.0788,0.0372,0.025,0.341,0.2166,0.2953,0.171,Intel,1,false
DS12-1 v2,4,28,0.7138,0.5016,0.4872,0.2384,0.4064,0.1577,0.0744,0.0502,0.6832,0.4344,0.5916,0.3428,Intel,1,false
DS12-2 v2,4,28,0.7138,0.5016,0.4872,0.2384,0.4064,0.1577,0.0744,0.0502,0.6832,0.4344,0.5916,0.3428,Intel,2,false
E4-2ads v5,4,32,0.603,0.3542,0.4577,0.209,0.3833,0.1346,0.0603,0.0354,0.4893,0.2405,0.4143,0.1656,AMD,2,true
E4-2as v4,4,32,0.5895,0.3407,0.4491,0.2003,0.3769,0.1281,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,AMD,2,true
E4-2as v5,4,32,0.5543,0.3055,0.429,0.1803,0.3649,0.1161,0.0554,0.0306,0.4559,0.2072,0.3934,0.1446,AMD,2,true
E4-2ds v4,4,32,0.6381,0.3894,0.4776,0.2289,0.3952,0.1464,0.0638,0.0389,0.5125,0.2638,0.4307,0.1819,Intel,2,true
E4-2ds v5,4,32,0.6381,0.3894,0.4784,0.2296,0.3967,0.148,0.0638,0.0389,0.5125,0.2638,0.4307,0.1819,Intel,2,true
E4-2s v3,4,32,0.5895,0.3407,0.4602,0.2114,0.384,0.1352,0.0589,0.0341,0.5438,0.2951,0.4816,0.2329,Intel,2,true
E4-2s v4,4,32,0.5895,0.3407,0.4491,0.2003,0.3769,0.1281,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,Intel,2,true
E4-2s v5,4,32,0.5895,0.3407,0.4497,0.2009,0.3782,0.1295,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,Intel,2,true
DS13-2 v2,8,56,1.4277,1.0018,0.9744,0.4769,0.8129,0.3154,0.1488,0.1002,1.3652,0.8677,1.1822,0.6847,Intel,2,false
DS13-4 v2,8,56,1.4277,1.0018,0.9744,0.4769,0.8129,0.3154,0.1488,0.1002,1.3652,0.8677,1.1822,0.6847,Intel,4,false
E8-2ads v5,8,64,1.2059,0.7084,0.9154,0.4179,0.7667,0.2692,0.1206,0.0708,0.9786,0.4811,0.8287,0.3312,AMD,2,true
E8-2as v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,AMD,2,true
E8-2as v5,8,64,1.1086,0.6111,0.858,0.3605,0.7297,0.2322,0.1109,0.0611,0.9119,0.4144,0.7868,0.2893,AMD,2,true
E8-2ds v4,8,64,1.2762,0.7787,0.9554,0.4579,0.7903,0.2928,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,2,true
E8-2ds v5,8,64,1.2762,0.7787,0.957,0.4594,0.7934,0.2959,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,2,true
E8-2s v3,8,64,1.1789,0.6814,0.9204,0.4229,0.768,0.2704,0.1179,0.0681,1.0877,0.5901,0.9632,0.4657,Intel,2,true
E8-2s v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,2,true
E8-2s v5,8,64,1.1789,0.6814,0.8995,0.402,0.7564,0.2589,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,2,true
E8-4ads v5,8,64,1.2059,0.7084,0.9154,0.4179,0.7667,0.2692,0.1206,0.0708,0.9786,0.4811,0.8287,0.3312,AMD,4,true
E8-4as v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,AMD,4,true
E8-4as v5,8,64,1.1086,0.6111,0.858,0.3605,0.7297,0.2322,0.1109,0.0611,0.9119,0.4144,0.7868,0.2893,AMD,4,true
E8-4ds v4,8,64,1.2762,0.7787,0.9554,0.4579,0.7903,0.2928,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,4,true
E8-4ds v5,8,64,1.2762,0.7787,0.957,0.4594,0.7934,0.2959,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,4,true
E8-4s v3,8,64,1.1789,0.6814,0.9204,0.4229,0.768,0.2704,0.1179,0.0681,1.0877,0.5901,0.9632,0.4657,Intel,4,true
E8-4s v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,4,true
E8-4s v5,8,64,1.1789,0.6814,0.8995,0.402,0.7564,0.2589,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,4,true
M8-2ms,8,218.8,2.8484,2.0773,1.692,1.1945,1.0787,0.5812,0.2848,0.2077,1.9306,1.4331,1.2244,0.7268,Intel,2,true
M8-4ms,8,218.8,2.8484,2.0773,1.692,1.1945,1.0787,0.5812,0.2848,0.2077,1.9306,1.4331,1.2244,0.7268,Intel,4,true
DS14-4 v2,16,112,2.854,2.0036,1.9491,0.9541,1.6258,0.6308,0.2974,0.2004,2.7303,1.7353,2.3645,1.3695,Intel,4,false
DS14-8 v2,16,112,2.854,2.0036,1.9491,0.9541,1.6258,0.6308,0.2974,0.2004,2.7303,1.7353,2.3645,1.3695,Intel,8,false
E16-4ads v5,16,128,2.4119,1.4168,1.8309,0.8359,1.5334,0.5384,0.2412,0.1417,1.9572,0.9622,1.6574,0.6624,AMD,4,true
E16-4as v4,16,128,2.3578,1.3628,1.7963,0.8013,1.5074,0.5124,0.2358,0.1363,1.9165,0.9215,1.64,0.645,AMD,4,true
E16-4as v5,16,128,2.2172,1.2222,1.7161,0.721,1.4595,0.4644,0.2217,0.1222,1.8238,0.8287,1.5736,0.5786,AMD,4,true
E16-4ds v4,16,128,2.5525,1.5574,1.9108,0.9158,1.5806,0.5856,0.2552,0.1557,2.05,1.055,1.7228,0.7278,Intel,4,true
