INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
E16 v4,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.248,0.1008,1.4182,0.6822,1.2135,0.4775,Intel,16,false
E32 v4,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.496,0.2016,2.8364,1.3644,2.427,0.955,Intel,32,false
E48 v4,48,384,5.232,3.024,3.9921,1.7841,3.3571,1.1491,0.744,0.3024,4.2546,2.0466,3.6405,1.4325,Intel,48,false
E64 v4,64,504,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.992,0.4032,5.6729,2.7289,4.854,1.91,Intel,64,false
E2s v4,2,16,0.218,0.126,0.1663,0.0743,0.1399,0.0479,0.031,0.0126,0.1773,0.0853,0.1517,0.0597,Intel,2,true
E4s v4,4,32,0.436,0.252,0.3326,0.1486,0.2798,0.0958,0.062,0.0252,0.3546,0.1706,0.3034,0.1194,Intel,4,true
E8s v4,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.124,0.0504,0.7091,0.3411,0.6067,0.2387,Intel,8,true
E16s v4,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.248,0.1008,1.4182,0.6822,1.2135,0.4775,Intel,16,true
E20s v4,20,160,2.18,1.26,1.6634,0.7434,1.3988,0.4788,0.31,0.126,1.7728,0.8528,1.5169,0.5969,Intel,20,true
E32s v4,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.496,0.2016,2.8364,1.3644,2.427,0.955,Intel,32,true
E48s v4,48,384,5.232,3.024,3.9921,1.7841,3.3571,1.1491,0.744,0.3024,4.2546,2.0466,3.6405,1.4325,Intel,48,true
E64s v4,64,504,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.992,0.4032,5.6729,2.7289,4.854,1.91,Intel,64,true
E80is v4,80,504,8.72,5.04,6.6536,2.9736,5.5952,1.9152,1.24,0.504,7.0911,3.4111,6.0675,2.3875,Intel,80,true
E2 v3,2,16,0.225,0.133,0.1702,0.0782,0.142,0.05,0.032,0.0133,0.2072,0.1152,0.1829,0.0909,Intel,2,false
E4 v3,4,32,0.45,0.266,0.3404,0.1564,0.284,0.1,0.064,0.0266,0.4144,0.2304,0.3658,0.1818,Intel,4,false
E8 v3,8,64,0.9,0.532,0.6808,0.3128,0.568,0.2,0.128,0.0532,0.8288,0.4608,0.7316,0.3636,Intel,8,false
E16 v3,16,128,1.8,1.064,1.3617,0.6257,1.1361,0.4001,0.256,0.1064,1.6575,0.9215,1.4632,0.7272,Intel,16,false
E20 v3,20,160,2.48,1.46,1.6609,0.7409,1.4175,0.4975,0.3527,0.146,2.1845,1.2645,1.9179,0.9979,Intel,20,false
E32 v3,32,256,3.6,2.128,2.7233,1.2513,2.2721,0.8001,0.5119,0.2128,3.3151,1.8431,2.9265,1.4545,Intel,32,false
E48 v3,48,384,5.232,3.024,3.9861,1.7781,3.4019,1.1939,0.744,0.3024,4.8271,2.6191,4.2749,2.0669,Intel,48,false
E64i v3,64,432,6.573,3.629,5.5162,2.5722,4.3767,1.4327,0.9347,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,false
E64 v3,64,432,6.573,3.629,5.4465,2.5025,4.5442,1.6002,0.9347,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,false
E2s v3,2,16,0.225,0.133,0.1702,0.0782,0.142,0.05,0.032,0.0133,0.2072,0.1152,0.1829,0.0909,Intel,2,true
E4s v3,4,32,0.45,0.266,0.3404,0.1564,0.284,0.1,0.064,0.0266,0.4144,0.2304,0.3658,0.1818,Intel,4,true
E8s v3,8,64,0.9,0.532,0.6808,0.3128,0.568,0.2,0.128,0.0532,0.8288,0.4608,0.7316,0.3636,Intel,8,true
E16s v3,16,128,1.8,1.064,1.3617,0.6257,1.1361,0.4001,0.256,0.1064,1.6575,0.9215,1.4632,0.7272,Intel,16,true
E20s v3,20,160,2.48,1.46,1.6609,0.7409,1.4175,0.4975,0.3527,0.146,2.1845,1.2645,1.9179,0.9979,Intel,20,true
E32s v3,32,256,3.6,2.128,2.7233,1.2513,2.2721,0.8001,0.5119,0.2128,3.3151,1.8431,2.9265,1.4545,Intel,32,true
E48s v3,48,384,5.232,3.024,3.9861,1.7781,3.4019,1.1939,0.744,0.3024,4.8271,2.6191,4.2749,2.0669,Intel,48,true
E64is v3,64,432,6.573,3.629,5.5162,2.5722,4.3767,1.4327,0.9347,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,true
E64s v3,64,432,6.573,3.629,5.4465,2.5025,4.5442,1.6002,0.9347,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,true
D11 v2,2,14,0.243,0.149,0.1977,0.1057,0.1619,0.0699,0.0439,0.0195,0.2211,0.1291,0.1938,0.1018,Intel,2,false
D12 v2,4,28,0.486,0.299,0.3956,0.2116,0.324,0.14,0.0878,0.0392,0.443,0.259,0.3884,0.2044,Intel,4,false
D13 v2,8,56,0.972,0.598,0.7913,0.4233,0.6479,0.2799,0.1755,0.0785,0.8859,0.5179,0.7767,0.4087,Intel,8,false
D14 v2,16,112,1.944,1.196,1.5828,0.8468,1.2959,0.5599,0.3511,0.1569,1.7719,1.0359,1.5535,0.8175,Intel,16,false
D15i v2,20,140,2.43,1.495,N/A,N/A,N/A,N/A,0.4389,0.1961,2.2148,1.2948,1.9418,1.0218,Intel,20,false
D15 v2,20,140,2.43,1.495,1.9786,1.0586,1.6198,0.6998,0.4389,0.1961,2.2148,1.2948,1.9418,1.0218,Intel,20,false
DS11 v2,2,14,0.243,0.149,0.1977,0.1057,0.1619,0.0699,0.0439,0.0195,0.2211,0.1291,0.1938,0.1018,Intel,2,false
DS12 v2,4,28,0.486,0.299,0.3956,0.2116,0.324,0.14,0.0878,0.0392,0.443,0.259,0.3884,0.2044,Intel,4,false
DS13 v2,8,56,0.972,0.598,0.7913,0.4233,0.6479,0.2799,0.1755,0.0785,0.8859,0.5179,0.7767,0.4087,Intel,8,false
DS14 v2,16,112,1.944,1.196,1.5828,0.8468,1.2959,0.5599,0.3511,0.1569,1.7719,1.0359,1.5535,0.8175,Intel,16,false
DS15i v2,20,140,2.43,1.495,N/A,N/A,N/A,N/A,0.4389,0.1961,2.2148,1.2948,1.9418,1.0218,Intel,20,false
DS15 v2,20,140,2.43,1.495,1.9786,1.0586,1.6198,0.6998,0.4389,0.1961,2.2148,1.2948,1.9418,1.0218,Intel,20,false
G1,2,28,0.61,0.55,0.4165,0.3245,0.301,0.209,0.061,0.055,N/A,N/A,N/A,N/A,Intel,2,false
G2,4,56,1.22,1.1,0.833,0.649,0.602,0.418,0.122,0.11,N/A,N/A,N/A,N/A,Intel,4,false
G3,8,112,2.44,2.2,1.666,1.298,1.204,0.836,0.244,0.22,N/A,N/A,N/A,N/A,Intel,8,false
G4,16,224,4.88,4.4,3.332,2.596,2.408,1.672,0.488,0.44,4.5468,3.8108,3.7434,3.0074,Intel,16,false
G5,32,448,8.78,7.82,6.0858,4.6138,4.4436,2.9716,0.878,0.782,8.2449,6.7729,6.817,5.345,Intel,32,false
Gs1,2,28,0.61,0.55,0.4165,0.3245,0.301,0.209,0.061,0.055,0.5684,0.4764,0.4679,0.3759,Intel,2,false
Gs2,4,56,1.22,1.1,0.833,0.649,0.602,0.418,0.122,0.11,1.1367,0.9527,0.9359,0.7519,Intel,4,false
Gs3,8,112,2.44,2.2,1.666,1.298,1.204,0.836,0.244,0.22,2.2734,1.9054,1.8717,1.5037,Intel,8,false
Gs4,16,224,4.88,4.4,3.332,2.596,2.408,1.672,0.488,0.44,4.5468,3.8108,3.7434,3.0074,Intel,16,false
Gs5,32,448,8.78,7.82,6.0858,4.6138,4.4436,2.9716,0.878,0.782,8.2449,6.7729,6.817,5.345,Intel,32,false
M8ms,8,218.8,2.1069,1.5365,1.2516,0.8836,0.7979,0.4299,0.2109,0.1537,1.428,1.06,0.9056,0.5376,Intel,8,true
M16ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4218,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,16,true
M32ts,32,192,4.179,2.707,3.0287,1.5567,2.2293,0.7573,0.4183,0.2707,3.3396,1.8676,2.4192,0.9472,Intel,32,true
M32ls,32,256,4.345,2.873,3.1243,1.6523,2.2758,0.8038,0.4349,0.2873,3.4541,1.9821,2.4773,1.0053,Intel,32,true
M32ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8436,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,32,true
M64ls,64,512,8.359,5.415,6.058,3.114,4.459,1.515,0.8367,0.5415,6.6798,3.7358,4.8387,1.8947,Intel,64,true
M64,64,1000,9.613,6.669,6.769,3.825,4.8048,1.8608,0.9623,0.6669,7.5449,4.6009,5.2775,2.3335,Intel,64,false
M64s,64,1024,9.613,6.669,6.769,3.825,4.8048,1.8608,0.9623,0.6669,7.5449,4.6009,5.2775,2.3335,Intel,64,true
M64ms,64,1750,14.641,10.337,8.8729,5.9289,5.8283,2.8843,1.4656,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,64,true
M64m,64,1750,14.641,10.337,8.8729,5.9289,5.8283,2.8843,1.4656,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,64,false
M128s,128,2000,19.226,13.338,13.538,7.65,9.6096,3.7216,1.9245,1.3338,15.0899,9.2019,10.555,4.667,Intel,128,true
M128,128,2000,19.226,13.338,13.538,7.65,9.6096,3.7216,1.9245,1.3338,15.0899,9.2019,10.555,4.667,Intel,128,false
M128ms,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.585,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,128,true
M128m,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.585,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,128,false
M32dms v2,32,875,7.618,6.146,5.0465,3.5745,3.1978,1.7258,0.7626,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,32,true
M64ds v2,64,1024,9.613,6.669,6.8227,3.8787,4.8166,1.8726,0.9623,0.6669,7.5449,4.6009,5.2775,2.3335,Intel,64,true
M64dms v2,64,1792,13.284,10.34,8.9578,6.0138,5.8475,2.9035,1.3297,1.034,10.0776,7.1336,6.562,3.618,Intel,64,true
M128ds v2,128,2048,19.228,13.34,13.6466,7.7586,9.6339,3.7459,1.9247,1.334,15.0913,9.2033,10.5557,4.6677,Intel,128,true
M128dms v2,128,3892,32.578,26.69,21.411,15.523,13.3826,7.4946,3.2611,2.669,24.3014,18.4134,15.2268,9.3388,Intel,128,true
M192ids v2,192,2048,24.864,16.032,18.1561,9.3241,13.3338,4.5018,2.4889,1.6032,19.8925,11.0605,14.4416,5.6096,Intel,192,true
M192idms v2,192,4096,40.896,32.064,27.4803,18.6483,17.8355,9.0035,4.0937,3.2064,30.953,22.121,20.0512,11.2192,Intel,192,true
M32ms v2,32,875,7.513,6.041,4.9854,3.5134,3.1683,1.6963,0.7521,0.6041,5.6397,4.1677,3.5858,2.1138,Intel,32,true
M64s v2,64,1024,9.403,6.459,6.7003,3.7563,4.7576,1.8136,0.9412,0.6459,7.4001,4.4561,5.204,2.26,Intel,64,true
M64ms v2,64,1792,13.073,10.13,8.8353,5.8913,5.7884,2.8444,1.3086,1.013,9.9327,6.9887,6.4885,3.5445,Intel,64,true
M128s v2,128,2048,18.807,12.919,13.4018,7.5138,9.5157,3.6277,1.8826,1.2919,14.8008,8.9128,10.4084,4.5204,Intel,128,true
M128ms v2,128,3892,32.157,26.269,21.1662,15.2782,13.2644,7.3764,3.2189,2.6269,24.011,18.123,15.0795,9.1915,Intel,128,true
M192is v2,192,2048,24.444,15.611,17.9115,9.0795,13.2156,4.3836,2.4468,1.5611,19.602,10.77,14.2943,5.4623,Intel,192,true
M192ims v2,192,4096,40.476,31.643,27.2355,18.4035,17.7174,8.8854,4.0516,3.1643,30.6625,21.8305,19.9039,11.0719,Intel,192,true
M208s v2,208,2850,31.878,22.31,22.5432,12.9752,15.8319,6.2639,3.191,2.231,24.9597,15.3917,17.3743,7.8063,Intel,208,true
M208ms v2,208,5700,54.188,44.62,35.5185,25.9505,22.0958,12.5278,5.4242,4.462,40.3513,30.7833,25.1805,15.6125,Intel,208,true
M416s v2,416,5700,68.716,49.58,47.9712,28.8352,33.0564,13.9204,6.8785,4.958,53.3412,34.2052,36.484,17.348,Intel,416,true
M416s_8_v2,416,7600,85.25,66.11,57.586,38.45,37.696,18.56,8.525,6.611,64.7453,45.6093,42.2679,23.1319,Intel,416,true
M416ms v2,416,11400,118.29,99.15,76.8005,57.6645,46.9741,27.8381,11.8408,9.915,87.5396,68.4036,53.8286,34.6926,Intel,416,true
DS11-1 v2,2,14,0.243,0.149,0.1977,0.1057,0.1619,0.0699,0.0439,0.0195,0.2211,0.1291,0.1938,0.1018,Intel,1,false
DS12-1 v2,4,28,0.486,0.299,0.3956,0.2116,0.324,0.14,0.0878,0.0392,0.443,0.259,0.3884,0.2044,Intel,1,false
DS12-2 v2,4,28,0.486,0.299,0.3956,0.2116,0.324,0.14,0.0878,0.0392,0.443,0.259,0.3884,0.2044,Intel,2,false
E4-2ads v5,4,32,0.446,0.262,0.3386,0.1546,0.2835,0.0995,0.0446,0.0262,0.3619,0.1779,0.3065,0.1225,AMD,2,true
E4-2as v4,4,32,0.436,0.252,0.3353,0.1513,0.2848,0.1008,0.0436,0.0252,0.3545,0.1705,0.3033,0.1193,AMD,2,true
E4-2as v5,4,32,0.41,0.226,0.3173,0.1333,0.2699,0.0859,0.041,0.0226,0.3373,0.1533,0.291,0.107,AMD,2,true
E4-2ds v4,4,32,0.472,0.288,0.3539,0.1699,0.2934,0.1094,0.0671,0.0288,0.3816,0.1976,0.3219,0.1379,Intel,2,true
E4-2ds v5,4,32,0.472,0.288,0.3539,0.1699,0.2934,0.1094,0.0857,0.0288,0.3816,0.1976,0.3219,0.1379,Intel,2,true
E4-2s v3,4,32,0.45,0.266,0.3404,0.1564,0.284,0.1,0.064,0.0266,0.4144,0.2304,0.3658,0.1818,Intel,2,true
E4-2s v4,4,32,0.436,0.252,0.3326,0.1486,0.2798,0.0958,0.062,0.0252,0.3546,0.1706,0.3034,0.1194,Intel,2,true
E4-2s v5,4,32,0.436,0.252,0.3326,0.1486,0.2798,0.0958,0.0791,0.0252,0.3546,0.1706,0.3034,0.1194,Intel,2,true
DS13-2 v2,8,56,0.972,0.598,0.7913,0.4233,0.6479,0.2799,0.1755,0.0785,0.8859,0.5179,0.7767,0.4087,Intel,2,false
DS13-4 v2,8,56,0.972,0.598,0.7913,0.4233,0.6479,0.2799,0.1755,0.0785,0.8859,0.5179,0.7767,0.4087,Intel,4,false
E8-2ads v5,8,64,0.892,0.524,0.6771,0.3091,0.5671,0.1991,0.0892,0.0524,0.7239,0.3559,0.613,0.245,AMD,2,true
E8-2as v4,8,64,0.872,0.504,0.6704,0.3024,0.5696,0.2016,0.0872,0.0504,0.7089,0.3409,0.6066,0.2386,AMD,2,true
E8-2as v5,8,64,0.82,0.452,0.6347,0.2667,0.5398,0.1718,0.082,0.0452,0.6745,0.3065,0.582,0.214,AMD,2,true
E8-2ds v4,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.1342,0.0576,0.7631,0.3951,0.6437,0.2757,Intel,2,true
E8-2ds v5,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.1713,0.0576,0.7631,0.3951,0.6437,0.2757,Intel,2,true
E8-2s v3,8,64,0.9,0.532,0.6808,0.3128,0.568,0.2,0.128,0.0532,0.8288,0.4608,0.7316,0.3636,Intel,2,true
E8-2s v4,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.124,0.0504,0.7091,0.3411,0.6067,0.2387,Intel,2,true
E8-2s v5,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.1583,0.0504,0.7091,0.3411,0.6067,0.2387,Intel,2,true
E8-4ads v5,8,64,0.892,0.524,0.6771,0.3091,0.5671,0.1991,0.0892,0.0524,0.7239,0.3559,0.613,0.245,AMD,4,true
E8-4as v4,8,64,0.872,0.504,0.6704,0.3024,0.5696,0.2016,0.0872,0.0504,0.7089,0.3409,0.6066,0.2386,AMD,4,true
E8-4as v5,8,64,0.82,0.452,0.6347,0.2667,0.5398,0.1718,0.082,0.0452,0.6745,0.3065,0.582,0.214,AMD,4,true
E8-4ds v4,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.1342,0.0576,0.7631,0.3951,0.6437,0.2757,Intel,4,true
E8-4ds v5,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.1713,0.0576,0.7631,0.3951,0.6437,0.2757,Intel,4,true
E8-4s v3,8,64,0.9,0.532,0.6808,0.3128,0.568,0.2,0.128,0.0532,0.8288,0.4608,0.7316,0.3636,Intel,4,true
E8-4s v4,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.124,0.0504,0.7091,0.3411,0.6067,0.2387,Intel,4,true
E8-4s v5,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.1583,0.0504,0.7091,0.3411,0.6067,0.2387,Intel,4,true
M8-2ms,8,218.8,2.1069,1.5365,1.2516,0.8836,0.7979,0.4299,0.2109,0.1537,1.428,1.06,0.9056,0.5376,Intel,2,true
M8-4ms,8,218.8,2.1069,1.5365,1.2516,0.8836,0.7979,0.4299,0.2109,0.1537,1.428,1.06,0.9056,0.5376,Intel,4,true
DS14-4 v2,16,112,1.944,1.196,1.5828,0.8468,1.2959,0.5599,0.3511,0.1569,1.7719,1.0359,1.5535,0.8175,Intel,4,false
DS14-8 v2,16,112,1.944,1.196,1.5828,0.8468,1.2959,0.5599,0.3511,0.1569,1.7719,1.0359,1.5535,0.8175,Intel,8,false
E16-4ads v5,16,128,1.784,1.048,1.3543,0.6183,1.1343,0.3983,0.1784,0.1048,1.4477,0.7117,1.2259,0.4899,AMD,4,true
E16-4as v4,16,128,1.744,1.008,1.3408,0.6048,1.1392,0.4032,0.1744,0.1008,1.4178,0.6818,1.2133,0.4773,AMD,4,true
E16-4as v5,16,128,1.64,0.904,1.2693,0.5333,1.0795,0.3435,0.164,0.0904,1.349,0.613,1.164,0.428,AMD,4,true
E16-4ds v4,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.2685,0.1152,1.5263,0.7903,1.2875,0.5515,Intel,4,true
E16-4ds v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.3427,0.1152,1.5263,0.7903,1.2875,0.5515,Intel,4,true
E16-4s v3,16,128,1.8,1.064,1.3617,0.6257,1.1361,0.4001,0.256,0.1064,1.6575,0.9215,1.4632,0.7272,Intel,4,true
E16-4s v4,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.248,0.1008,1.4182,0.6822,1.2135,0.4775,Intel,4,true
E16-4s v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.3165,0.1008,1.4182,0.6822,1.2135,0.4775,Intel,4,true
E16-8ads v5,16,128,1.784,1.048,1.3543,0.6183,1.1343,0.3983,0.1784,0.1048,1.4477,0.7117,1.2259,0.4899,AMD,8,true
E16-8as v4,16,128,1.744,1.008,1.3408,0.6048,1.1392,0.4032,0.1744,0.1008,1.4178,0.6818,1.2133,0.4773,AMD,8,true
E16-8as v5,16,128,1.64,0.904,1.2693,0.5333,1.0795,0.3435,0.164,0.0904,1.349,0.613,1.164,0.428,AMD,8,true
E16-8ds v4,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.2685,0.1152,1.5263,0.7903,1.2875,0.5515,Intel,8,true
E16-8ds v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.3427,0.1152,1.5263,0.7903,1.2875,0.5515,Intel,8,true
E16-8s v3,16,128,1.8,1.064,1.3617,0.6257,1.1361,0.4001,0.256,0.1064,1.6575,0.9215,1.4632,0.7272,Intel,8,true
E16-8s v4,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.248,0.1008,1.4182,0.6822,1.2135,0.4775,Intel,8,true
E16-8s v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.3165,0.1008,1.4182,0.6822,1.2135,0.4775,Intel,8,true
Gs4-4,16,224,4.88,4.4,3.332,2.596,2.408,1.672,0.488,0.44,4.5468,3.8108,3.7434,3.0074,Intel,4,false
Gs4-8,16,224,4.88,4.4,3.332,2.596,2.408,1.672,0.488,0.44,4.5468,3.8108,3.7434,3.0074,Intel,8,false
M16-4ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4218,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,4,true
M16-8ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4218,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,8,true
E32-16ads v5,32,256,3.568,2.096,2.7086,1.2366,2.2685,0.7965,0.3568,0.2096,2.8954,1.4234,2.4519,0.9799,AMD,16,true
E32-16as v4,32,256,3.488,2.016,2.6816,1.2096,2.2784,0.8064,0.3488,0.2016,2.8356,1.3636,2.4266,0.9546,AMD,16,true
E32-16as v5,32,256,3.28,1.808,2.5387,1.0667,2.159,0.687,0.328,0.1808,2.698,1.226,2.3279,0.8559,AMD,16,true
E32-16ds v4,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.5369,0.2304,3.0525,1.5805,2.5749,1.1029,Intel,16,true
E32-16ds v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.6853,0.2304,3.0525,1.5805,2.5749,1.1029,Intel,16,true
E32-16s v3,32,256,3.6,2.128,2.7233,1.2513,2.2721,0.8001,0.5119,0.2128,3.3151,1.8431,2.9265,1.4545,Intel,16,true
E32-16s v4,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.496,0.2016,2.8364,1.3644,2.427,0.955,Intel,16,true
E32-16s v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.6331,0.2016,2.8364,1.3644,2.427,0.955,Intel,16,true
E32-8ads v5,32,256,3.568,2.096,2.7086,1.2366,2.2685,0.7965,0.3568,0.2096,2.8954,1.4234,2.4519,0.9799,AMD,8,true
E32-8as v4,32,256,3.488,2.016,2.6816,1.2096,2.2784,0.8064,0.3488,0.2016,2.8356,1.3636,2.4266,0.9546,AMD,8,true
E32-8as v5,32,256,3.28,1.808,2.5387,1.0667,2.159,0.687,0.328,0.1808,2.698,1.226,2.3279,0.8559,AMD,8,true
E32-8ds v4,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.5369,0.2304,3.0525,1.5805,2.5749,1.1029,Intel,8,true
E32-8ds v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.6853,0.2304,3.0525,1.5805,2.5749,1.1029,Intel,8,true
E32-8s v3,32,256,3.6,2.128,2.7233,1.2513,2.2721,0.8001,0.5119,0.2128,3.3151,1.8431,2.9265,1.4545,Intel,8,true
E32-8s v4,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.496,0.2016,2.8364,1.3644,2.427,0.955,Intel,8,true
E32-8s v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.6331,0.2016,2.8364,1.3644,2.427,0.955,Intel,8,true
Gs5-16,32,448,8.78,7.82,6.0858,4.6138,4.4436,2.9716,0.878,0.782,8.2449,6.7729,6.817,5.345,Intel,16,false
Gs5-8,32,448,8.78,7.82,6.0858,4.6138,4.4436,2.9716,0.878,0.782,8.2449,6.7729,6.817,5.345,Intel,8,false
M32-16ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8436,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,16,true
M32-8ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8436,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,8,true
E64-16s v3,64,432,6.573,3.629,5.4465,2.5025,4.5442,1.6002,0.9347,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,16,true
E64-32s v3,64,432,6.573,3.629,5.4465,2.5025,4.5442,1.6002,0.9347,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,32,true
E64-16ds v4,64,504,7.552,4.608,5.6627,2.7187,4.695,1.751,1.0739,0.4608,6.1051,3.1611,5.1499,2.2059,Intel,16,true
E64-16s v4,64,504,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.992,0.4032,5.6729,2.7289,4.854,1.91,Intel,16,true
E64-32ds v4,64,504,7.552,4.608,5.6627,2.7187,4.695,1.751,1.0739,0.4608,6.1051,3.1611,5.1499,2.2059,Intel,32,true
E64-32s v4,64,504,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.992,0.4032,5.6729,2.7289,4.854,1.91,Intel,32,true
E64-16ads v5,64,512,7.136,4.192,5.4173,2.4733,4.537,1.593,0.7136,0.4192,5.7908,2.8468,4.9038,1.9598,AMD,16,true
E64-16as v4,64,512,6.976,4.032,5.3632,2.4192,4.5568,1.6128,0.6976,0.4032,5.6712,2.7272,4.8532,1.9092,AMD,16,true
E64-16as v5,64,512,6.56,3.616,5.0775,2.1335,4.3181,1.3741,0.656,0.3616,5.396,2.452,4.6558,1.7118,AMD,16,true
E64-16ds v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,1.3707,0.4608,6.1051,3.1611,5.1499,2.2059,Intel,16,true
E64-16s v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,1.2661,0.4032,5.6729,2.7289,4.854,1.91,Intel,16,true
E64-32ads v5,64,512,7.136,4.192,5.4173,2.4733,4.537,1.593,0.7136,0.4192,5.7908,2.8468,4.9038,1.9598,AMD,32,true
E64-32as v4,64,512,6.976,4.032,5.3632,2.4192,4.5568,1.6128,0.6976,0.4032,5.6712,2.7272,4.8532,1.9092,AMD,32,true
E64-32as v5,64,512,6.56,3.616,5.0775,2.1335,4.3181,1.3741,0.656,0.3616,5.396,2.452,4.6558,1.7118,AMD,32,true
E64-32ds v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,1.3707,0.4608,6.1051,3.1611,5.1499,2.2059,Intel,32,true
E64-32s v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,1.2661,0.4032,5.6729,2.7289,4.854,1.91,Intel,32,true
M64-16ms,64,1750,14.641,10.337,8.8729,5.9289,5.8283,2.8843,1.4656,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,16,true
M64-32ms,64,1750,14.641,10.337,8.8729,5.9289,5.8283,2.8843,1.4656,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,32,true
E96-24ads v5,96,672,10.704,6.288,8.1259,3.7099,6.8054,2.3894,1.0704,0.6288,8.6862,4.2702,7.3556,2.9396,AMD,24,true
E96-24as v4,96,672,10.464,6.048,8.0448,3.6288,6.8352,2.4192,1.0464,0.6048,8.5069,4.0909,7.2797,2.8637,AMD,24,true
E96-24as v5,96,672,9.84,5.424,7.6161,3.2001,6.4771,2.0611,0.984,0.5424,8.094,3.678,6.9837,2.5677,AMD,24,true
E96-24ds v5,96,672,11.328,6.912,8.4941,4.0781,7.0426,2.6266,2.056,0.6912,9.1576,4.7416,7.7248,3.3088,Intel,24,true
